,id,average0,average1,average2,average3,average4,average5,average6,average7,average8,average9,average10,average11,average12,average13,average14,average15,average16,average17,average18,average19,average20,average21,average22,average23,average24,rating,z_score,category,binary_category
0,recording0.mp3,4.517,201.58325,328.46100000000007,290.0105,256.30775,198.84724999999995,132.91649999999998,331.77824999999996,306.8637500000001,306.6124999999999,400.6162499999999,134.99175,376.15024999999997,524.24875,411.15275,366.09225000000004,138.65249999999997,332.12949999999995,699.61275,788.6062499999999,789.76575,695.6712500000001,670.90225,38.64775,0.0,9.5,1.510151246500831,good,good
1,recording1.mp3,10.9785,164.35574999999997,331.92449999999997,299.9485,184.87000000000006,74.60825,300.43899999999996,342.71000000000004,329.65749999999997,333.64349999999996,154.771,227.66749999999996,434.21275,441.54050000000007,369.5632499999999,279.43775000000005,132.29725,368.37675,319.58799999999997,268.7575,317.2605,331.59425,344.7075000000001,350.21,273.6185,9.25,1.1828733721031206,good,good
2,recording2.mp3,189.94699999999995,64.331,118.86749999999999,211.52300000000005,268.845,368.01649999999995,248.77800000000002,266.02175,373.45224999999994,275.78649999999993,386.0219999999999,317.6205000000001,406.2540000000001,343.93924999999984,266.0995,471.44275,283.97575,440.6482500000002,258.0375,217.16600000000003,431.846,690.1937499999998,340.30125,300.2507499999999,496.5034999999999,4.0,-1.1292158505012897,bad,bad
3,recording3.mp3,51.601,391.11375,304.03400000000005,412.57700000000006,292.18600000000004,280.071,253.12724999999995,329.7195,412.47425000000004,327.3165,363.31399999999996,462.31399999999996,434.84400000000016,192.57049999999998,219.61974999999998,275.12775,293.31975,581.94525,526.9459999999999,490.39850000000007,465.59624999999994,424.4235,412.34649999999993,407.0879999999999,253.53775000000002,9.0,1.4507487813355198,good,good
4,recording4.mp3,581.8362499999996,207.57274999999987,200.78250000000008,257.4117500000001,254.2992500000001,244.71549999999988,235.47950000000006,210.14875000000006,276.74175000000014,280.62850000000026,259.30499999999995,233.28574999999995,341.6655000000001,286.9117500000002,260.68949999999984,242.4800000000001,223.95375000000013,244.709,325.7862499999998,287.1999999999998,260.60225,291.0225,275.7129999999999,257.83900000000006,254.1067500000001,6.75,0.7958093556154481,good,good
5,recording5.mp3,179.68300000000005,361.71825,497.81050000000016,494.10425000000004,613.25,827.6677499999996,371.1947500000001,342.80550000000005,448.3125000000001,507.7812499999999,1173.5684999999999,441.57275,394.21374999999995,348.9265000000001,402.39425,520.362,397.17375000000004,304.5825,309.58924999999994,285.32725000000005,402.8959999999999,259.7015,1137.09375,787.9385,180.89800000000002,3.5,-0.6987149147276965,bad,bad
6,recording6.mp3,6.86075,281.72825,244.18425000000008,218.13875000000007,1046.3442499999999,291.4017499999999,277.30550000000005,261.00424999999996,389.86125000000004,248.37050000000005,203.86750000000006,823.6387500000001,288.93125000000003,223.02775000000003,511.74500000000006,313.471,267.123,270.34225,250.62599999999998,753.3862499999999,259.0257500000001,273.69075,798.2459999999999,486.3319999999999,300.82525000000004,3.1666666666666665,-1.0781597017245812,bad,bad
7,recording7.mp3,160.02,186.28974999999997,193.52125000000004,258.97874999999993,280.50275,104.54925,97.27000000000001,163.48025,170.19324999999998,396.92600000000004,299.71675000000005,123.84,129.39575000000002,336.86600000000004,308.04375,293.19025,285.49625,261.686,134.47325,62.589999999999996,350.59074999999996,586.9615,325.4525,297.56175,223.981,6.75,0.5826394719641854,good,good
8,recording8.mp3,290.931,293.3354999999999,289.5102499999999,366.25675,320.5995,297.8832499999999,329.24800000000005,300.45449999999994,389.11525,289.77475,529.94975,546.0637500000001,379.8550000000001,332.83625,333.63199999999995,480.41499999999985,524.1707500000001,464.99399999999986,397.37749999999994,441.053,438.27574999999996,394.11325,394.1117500000001,394.404,394.2955,6.2,-0.05719457093742891,okay,good
9,recording9.mp3,234.9025,1083.8034999999998,286.41525,1046.9,1261.4227499999997,655.3054999999999,1194.268,377.82625000000013,811.5485,993.3887499999998,984.9829999999996,1172.4372500000004,517.5889999999999,790.3050000000002,1080.525,1323.0800000000002,580.0620000000001,476.01899999999995,812.2467500000001,1255.9909999999995,440.162,1030.2177499999998,1163.8455000000001,355.25975,1505.7935000000002,4.0,-0.7707230685441557,bad,bad
10,recording10.mp3,305.08325,214.15574999999998,4768.72675,778.81925,143.04049999999995,184.95975,138.94125000000003,2373.0147500000003,13437.115250000006,730.0552500000001,150.60075,134.055,149.11524999999997,2465.4107500000005,13532.444999999998,2445.0337499999996,330.74774999999994,2540.4577500000005,241.80775,2536.6477499999996,322.31850000000003,4630.1320000000005,5122.3935,111.71774999999998,6682.18025,4.25,-0.9654642937168632,bad,bad
